"parameter","estimate","se","rse","file"
"TH_3",0.682,0.138,20.2346041055718,"NM_0_100_749.lst"
"TH_4",309,702,227.184466019417,"NM_0_100_749.lst"
"TH_5",11.1,11.2,100.900900900901,"NM_0_100_749.lst"
"TH_6",46.7,15.4,32.9764453961456,"NM_0_100_749.lst"
"TH_1",4.89,0.475,9.71370143149284,"NM_0_100_910.lst"
"TH_2",0.0761,0.372,488.830486202365,"NM_0_100_910.lst"
"TH_3",0.672,0.141,20.9821428571429,"NM_0_100_910.lst"
"TH_4",787,4780,607.369758576874,"NM_0_100_910.lst"
"TH_5",20.2,24.2,119.80198019802,"NM_0_100_910.lst"
"TH_6",38.1,27.6,72.4409448818898,"NM_0_100_910.lst"
"TH_1",29.1,2.06,7.07903780068728,"NM_0_101.lst"
"TH_2",6.78,28.8,424.778761061947,"NM_0_101.lst"
"TH_3",255,252,98.8235294117647,"NM_0_101.lst"
"TH_4",488,949,194.467213114754,"NM_0_101.lst"
"TH_5",24.3,12.1,49.7942386831276,"NM_0_101.lst"
"TH_6",1.35,9.36,693.333333333333,"NM_0_101.lst"
"TH_7",506000,5630000,1112.64822134387,"NM_0_101.lst"
"TH_1",4.38,0.425,9.70319634703196,"NM_0_101_1072.lst"
"TH_2",208000,6920000,3326.92307692308,"NM_0_101_1072.lst"
"TH_3",41.7,32.1,76.9784172661871,"NM_0_101_1072.lst"
"TH_4",0.01,0,0,"NM_0_101_1072.lst"
"TH_5",21.6,7.75,35.8796296296296,"NM_0_101_1072.lst"
"TH_6",16.2,3.74,23.0864197530864,"NM_0_101_1072.lst"
"TH_7",15.8,19.7,124.683544303797,"NM_0_101_1072.lst"
"TH_1",0.02,0,0,"NM_0_101_1233.lst"
"TH_2",9.41e+35,1.63e+38,17321.9978746015,"NM_0_101_1233.lst"
"TH_3",25.4,9.78,38.503937007874,"NM_0_101_1233.lst"
"TH_4",4.72,2.86,60.5932203389831,"NM_0_101_1233.lst"
"TH_5",5.48,3.01,54.9270072992701,"NM_0_101_1233.lst"
"TH_6",4.36,0.31,7.11009174311927,"NM_0_101_1233.lst"
"TH_7",873,119,13.631156930126,"NM_0_101_1233.lst"
"TH_1",3.14,0.00331,0.105414012738854,"NM_0_101_1394.lst"
"TH_2",803000,53400,6.65006226650062,"NM_0_101_1394.lst"
"TH_3",0.05,0,0,"NM_0_101_1394.lst"
"TH_4",54.2,0.424,0.782287822878229,"NM_0_101_1394.lst"
"TH_5",1.53,0.00792,0.517647058823529,"NM_0_101_1394.lst"
"TH_6",24.3,0.16,0.65843621399177,"NM_0_101_1394.lst"
"TH_7",19,0.0275,0.144736842105263,"NM_0_101_1394.lst"
"TH_1",3.74,0.527,14.0909090909091,"NM_0_101_146.lst"
"TH_2",0.399,0.056,14.0350877192982,"NM_0_101_146.lst"
"TH_3",25.6,13.3,51.953125,"NM_0_101_146.lst"
"TH_4",48,29.3,61.0416666666667,"NM_0_101_146.lst"
"TH_5",1.68,0.329,19.5833333333333,"NM_0_101_146.lst"
"TH_6",0.01,0,0,"NM_0_101_146.lst"
"TH_7",144,303,210.416666666667,"NM_0_101_146.lst"
"TH_1",0.02,0,0,"NM_0_101_1555.lst"
"TH_2",1.76e+21,7.23e+21,410.795454545455,"NM_0_101_1555.lst"
"TH_3",34.4,6.02,17.5,"NM_0_101_1555.lst"
"TH_4",0.01,0,0,"NM_0_101_1555.lst"
"TH_5",0.25,0,0,"NM_0_101_1555.lst"
"TH_6",4.52,0.286,6.32743362831858,"NM_0_101_1555.lst"
"TH_7",926,122,13.1749460043197,"NM_0_101_1555.lst"
"TH_1",4.49,0.391,8.70824053452116,"NM_0_101_1716.lst"
"TH_2",23500000,74800000,318.297872340426,"NM_0_101_1716.lst"
"TH_3",40.1,10.8,26.9326683291771,"NM_0_101_1716.lst"
"TH_4",0.01,0,0,"NM_0_101_1716.lst"
"TH_5",0.25,0,0,"NM_0_101_1716.lst"
"TH_6",14.7,20.7,140.816326530612,"NM_0_101_1716.lst"
"TH_7",17.4,3.68,21.1494252873563,"NM_0_101_1716.lst"
"TH_1",0.02,0,0,"NM_0_101_1877.lst"
"TH_2",4.4e+38,1.07e+40,2431.81818181818,"NM_0_101_1877.lst"
"TH_3",23.8,8.72,36.6386554621849,"NM_0_101_1877.lst"
"TH_4",5.42,1.39,25.6457564575646,"NM_0_101_1877.lst"
"TH_5",4.89,1.69,34.560327198364,"NM_0_101_1877.lst"
"TH_6",4.32,0.298,6.89814814814815,"NM_0_101_1877.lst"
"TH_7",884,112,12.6696832579186,"NM_0_101_1877.lst"
"TH_1",2.46,0.0013,0.0528455284552846,"NM_0_101_2038.lst"
"TH_2",1e+131,2.48e+75,2.48e-54,"NM_0_101_2038.lst"
"TH_3",0.05,0,0,"NM_0_101_2038.lst"
"TH_4",15.6,0.116,0.743589743589744,"NM_0_101_2038.lst"
"TH_5",4.63,0.325,7.01943844492441,"NM_0_101_2038.lst"
"TH_6",0.955,0.00525,0.549738219895288,"NM_0_101_2038.lst"
"TH_7",33.9,0.124,0.365781710914454,"NM_0_101_2038.lst"
"TH_1",3.02,0.293,9.70198675496689,"NM_0_101_2199.lst"
"TH_2",1.1e+307,2.32e+81,2.10909090909091e-224,"NM_0_101_2199.lst"
"TH_3",2.74,5.04,183.941605839416,"NM_0_101_2199.lst"
"TH_4",0.01,0,0,"NM_0_101_2199.lst"
"TH_5",23.7,7.75,32.7004219409283,"NM_0_101_2199.lst"
"TH_6",5.08,3.81,75,"NM_0_101_2199.lst"
"TH_7",27.4,8.85,32.2992700729927,"NM_0_101_2199.lst"
"TH_1",2,0.000405,0.02025,"NM_0_101_2360.lst"
"TH_2",1e+10,9.77e+08,9.77,"NM_0_101_2360.lst"
"TH_3",0.05,0,0,"NM_0_101_2360.lst"
"TH_4",14.9,0.0852,0.571812080536913,"NM_0_101_2360.lst"
"TH_5",3.99,0.0139,0.348370927318296,"NM_0_101_2360.lst"
"TH_6",1.18,0.000629,0.0533050847457627,"NM_0_101_2360.lst"
"TH_7",80.2,0.356,0.443890274314214,"NM_0_101_2360.lst"
"TH_1",2.99,0.231,7.7257525083612,"NM_0_101_2521.lst"
"TH_2",102000,550000,539.21568627451,"NM_0_101_2521.lst"
"TH_3",2.37,2.35,99.1561181434599,"NM_0_101_2521.lst"
"TH_4",0.01,0,0,"NM_0_101_2521.lst"
"TH_5",27.1,22.6,83.3948339483395,"NM_0_101_2521.lst"
"TH_6",4.96,1.09,21.9758064516129,"NM_0_101_2521.lst"
"TH_7",27.4,2.83,10.3284671532847,"NM_0_101_2521.lst"
"TH_1",3.78,0.311,8.22751322751323,"NM_0_101_267.lst"
"TH_2",0.297,0.0466,15.6902356902357,"NM_0_101_267.lst"
"TH_3",14.7,17.2,117.006802721088,"NM_0_101_267.lst"
"TH_4",0.01,0,0,"NM_0_101_267.lst"
"TH_5",23.5,0.465,1.97872340425532,"NM_0_101_267.lst"
"TH_6",1.81,0.28,15.4696132596685,"NM_0_101_267.lst"
"TH_7",47.9,11.6,24.2171189979123,"NM_0_101_267.lst"
"TH_1",2.63,0.002,0.0760456273764259,"NM_0_101_2682.lst"
"TH_2",3480,303,8.70689655172414,"NM_0_101_2682.lst"
"TH_3",1.13,0.00316,0.279646017699115,"NM_0_101_2682.lst"
"TH_4",0.113,0.000495,0.438053097345133,"NM_0_101_2682.lst"
"TH_5",28.3,0.0332,0.117314487632509,"NM_0_101_2682.lst"
"TH_6",3.7,0.0106,0.286486486486487,"NM_0_101_2682.lst"
"TH_7",24.6,0.0506,0.205691056910569,"NM_0_101_2682.lst"
"TH_1",0.052,NA,NA,"NM_0_101_2843.lst"
"TH_2",0.226,NA,NA,"NM_0_101_2843.lst"
"TH_3",6.93,NA,NA,"NM_0_101_2843.lst"
"TH_4",0.01,NA,NA,"NM_0_101_2843.lst"
"TH_5",79500,NA,NA,"NM_0_101_2843.lst"
"TH_6",5.47,NA,NA,"NM_0_101_2843.lst"
"TH_7",589,NA,NA,"NM_0_101_2843.lst"
"TH_1",0.02,0,0,"NM_0_101_3004.lst"
"TH_2",2.93e+18,1.6e+20,5460.75085324232,"NM_0_101_3004.lst"
"TH_3",14.5,5.67,39.1034482758621,"NM_0_101_3004.lst"
"TH_4",8.86,2.88,32.5056433408578,"NM_0_101_3004.lst"
"TH_5",3.55,1.06,29.8591549295775,"NM_0_101_3004.lst"
"TH_6",3.91,0.317,8.1074168797954,"NM_0_101_3004.lst"
"TH_7",674,113,16.7655786350148,"NM_0_101_3004.lst"
"TH_1",3.5,0.657,18.7714285714286,"NM_0_101_3165.lst"
"TH_2",748000,7030000,939.839572192513,"NM_0_101_3165.lst"
"TH_3",21.5,12.7,59.0697674418605,"NM_0_101_3165.lst"
"TH_4",0.01,0,0,"NM_0_101_3165.lst"
"TH_5",0.753,0.851,113.014608233732,"NM_0_101_3165.lst"
"TH_6",2.89,0.741,25.6401384083045,"NM_0_101_3165.lst"
"TH_7",15.7,7.99,50.8917197452229,"NM_0_101_3165.lst"
"TH_1",0.02,0,0,"NM_0_101_3326.lst"
"TH_2",2.93e+18,1.6e+20,5460.75085324232,"NM_0_101_3326.lst"
"TH_3",14.5,5.67,39.1034482758621,"NM_0_101_3326.lst"
"TH_4",8.86,2.88,32.5056433408578,"NM_0_101_3326.lst"
"TH_5",3.55,1.06,29.8591549295775,"NM_0_101_3326.lst"
"TH_6",3.91,0.317,8.1074168797954,"NM_0_101_3326.lst"
"TH_7",674,113,16.7655786350148,"NM_0_101_3326.lst"
"TH_1",3.44,NA,NA,"NM_0_101_3487.lst"
"TH_2",9.39e+26,NA,NA,"NM_0_101_3487.lst"
"TH_3",19.2,NA,NA,"NM_0_101_3487.lst"
"TH_4",0.01,NA,NA,"NM_0_101_3487.lst"
"TH_5",0.25,NA,NA,"NM_0_101_3487.lst"
"TH_6",2.95,NA,NA,"NM_0_101_3487.lst"
"TH_7",18.3,NA,NA,"NM_0_101_3487.lst"
"TH_1",3.78,1.64,43.3862433862434,"NM_0_101_3648.lst"
"TH_2",1.37,0.656,47.8832116788321,"NM_0_101_3648.lst"
"TH_3",8.78,25.7,292.710706150342,"NM_0_101_3648.lst"
"TH_4",0.01,0,0,"NM_0_101_3648.lst"
"TH_5",23,26.6,115.652173913043,"NM_0_101_3648.lst"
"TH_6",7.06,5.02,71.1048158640227,"NM_0_101_3648.lst"
"TH_7",22.9,6.86,29.9563318777293,"NM_0_101_3648.lst"
"TH_1",3.41,0.568,16.6568914956012,"NM_0_101_3809.lst"
"TH_2",50600,291000,575.098814229249,"NM_0_101_3809.lst"
"TH_3",19.8,9.49,47.9292929292929,"NM_0_101_3809.lst"
"TH_4",0.01,0,0,"NM_0_101_3809.lst"
"TH_5",1.68,7.29,433.928571428571,"NM_0_101_3809.lst"
"TH_6",2.72,0.99,36.3970588235294,"NM_0_101_3809.lst"
"TH_7",16.1,7.79,48.3850931677019,"NM_0_101_3809.lst"
"TH_1",4.77,0.315,6.60377358490566,"NM_0_101_3970.lst"
"TH_2",4.8e+247,2.92e+79,6.08333333333333e-167,"NM_0_101_3970.lst"
"TH_3",29,12.1,41.7241379310345,"NM_0_101_3970.lst"
"TH_4",0.01,0,0,"NM_0_101_3970.lst"
"TH_5",10.2,2.39,23.4313725490196,"NM_0_101_3970.lst"
"TH_6",66.1,31.3,47.3524962178517,"NM_0_101_3970.lst"
"TH_7",35.4,6.29,17.7683615819209,"NM_0_101_3970.lst"
"TH_1",4.77,NA,NA,"NM_0_101_4131.lst"
"TH_2",18300,NA,NA,"NM_0_101_4131.lst"
"TH_3",27.8,NA,NA,"NM_0_101_4131.lst"
"TH_4",4.99,NA,NA,"NM_0_101_4131.lst"
"TH_5",9.01,NA,NA,"NM_0_101_4131.lst"
"TH_6",57.7,NA,NA,"NM_0_101_4131.lst"
"TH_7",31.9,NA,NA,"NM_0_101_4131.lst"
"TH_1",3.87,0.395,10.2067183462532,"NM_0_101_428.lst"
"TH_2",0.333,0.113,33.9339339339339,"NM_0_101_428.lst"
"TH_3",16.7,34.6,207.185628742515,"NM_0_101_428.lst"
"TH_4",0.01,0,0,"NM_0_101_428.lst"
"TH_5",18.8,1.3,6.91489361702128,"NM_0_101_428.lst"
"TH_6",1.69,0.289,17.1005917159763,"NM_0_101_428.lst"
"TH_7",38.4,22.7,59.1145833333333,"NM_0_101_428.lst"
"TH_1",4.76,0.317,6.65966386554622,"NM_0_101_4292.lst"
"TH_2",146000,1540000,1054.79452054795,"NM_0_101_4292.lst"
"TH_3",28.6,8.72,30.4895104895105,"NM_0_101_4292.lst"
"TH_4",0.01,0,0,"NM_0_101_4292.lst"
"TH_5",37.2,10,26.8817204301075,"NM_0_101_4292.lst"
"TH_6",65.1,29.6,45.468509984639,"NM_0_101_4292.lst"
"TH_7",35.5,4.51,12.7042253521127,"NM_0_101_4292.lst"
"TH_1",4.79,0.266,5.55323590814196,"NM_0_101_4453.lst"
"TH_2",1.73e+13,7.73e+16,446820.809248555,"NM_0_101_4453.lst"
"TH_3",38.6,45.6,118.134715025907,"NM_0_101_4453.lst"
"TH_4",0.01,0,0,"NM_0_101_4453.lst"
"TH_5",88.1,20700,23496.0272417707,"NM_0_101_4453.lst"
"TH_6",58.1,189,325.301204819277,"NM_0_101_4453.lst"
"TH_7",24.8,13.5,54.4354838709677,"NM_0_101_4453.lst"
"TH_1",4.86,0.364,7.48971193415638,"NM_0_101_4614.lst"
"TH_2",2.53e+08,9.68e+09,3826.08695652174,"NM_0_101_4614.lst"
"TH_3",42.2,35.5,84.1232227488152,"NM_0_101_4614.lst"
"TH_4",0.01,0,0,"NM_0_101_4614.lst"
"TH_5",19.6,1.16,5.91836734693877,"NM_0_101_4614.lst"
"TH_6",54.1,17.4,32.1626617375231,"NM_0_101_4614.lst"
"TH_7",20,25.1,125.5,"NM_0_101_4614.lst"
"TH_1",4.74,NA,NA,"NM_0_101_4775.lst"
"TH_2",353000,NA,NA,"NM_0_101_4775.lst"
"TH_3",29,NA,NA,"NM_0_101_4775.lst"
"TH_4",1.81,NA,NA,"NM_0_101_4775.lst"
"TH_5",3.48,NA,NA,"NM_0_101_4775.lst"
"TH_6",64.4,NA,NA,"NM_0_101_4775.lst"
"TH_7",33.4,NA,NA,"NM_0_101_4775.lst"
"TH_1",3.79,0.293,7.73087071240105,"NM_0_101_589.lst"
"TH_2",0.295,0.0353,11.9661016949153,"NM_0_101_589.lst"
"TH_3",15.3,11.2,73.202614379085,"NM_0_101_589.lst"
"TH_4",0.01,0,0,"NM_0_101_589.lst"
"TH_5",7.02,18.4,262.108262108262,"NM_0_101_589.lst"
"TH_6",1.78,0.274,15.3932584269663,"NM_0_101_589.lst"
"TH_7",44.7,11.2,25.0559284116331,"NM_0_101_589.lst"
"TH_1",2.03,2.53,124.630541871921,"NM_0_101_750.lst"
"TH_2",13600000,8.29e+09,60955.8823529412,"NM_0_101_750.lst"
"TH_3",30.4,6.56,21.5789473684211,"NM_0_101_750.lst"
"TH_4",0.01,0,0,"NM_0_101_750.lst"
"TH_5",23.1,16.9,73.1601731601731,"NM_0_101_750.lst"
"TH_6",2.31,1.91,82.6839826839827,"NM_0_101_750.lst"
"TH_7",220,482,219.090909090909,"NM_0_101_750.lst"
"TH_1",3.74,0.313,8.36898395721925,"NM_0_101_911.lst"
"TH_2",0.306,0.0445,14.5424836601307,"NM_0_101_911.lst"
"TH_3",15.9,16.3,102.51572327044,"NM_0_101_911.lst"
"TH_4",0.01,0,0,"NM_0_101_911.lst"
"TH_5",20.5,0.373,1.81951219512195,"NM_0_101_911.lst"
"TH_6",1.79,0.305,17.0391061452514,"NM_0_101_911.lst"
"TH_7",50.8,18.5,36.4173228346457,"NM_0_101_911.lst"
"TH_1",1.97,0.214,10.8629441624365,"NM_0_1012.lst"
"TH_2",1.24,0.207,16.6935483870968,"NM_0_1012.lst"
"TH_3",1.16,0.498,42.9310344827586,"NM_0_1012.lst"
"TH_4",26.4,4.08,15.4545454545455,"NM_0_1012.lst"
"TH_5",31.2,3.46,11.0897435897436,"NM_0_1012.lst"
"TH_1",1.96,0.207,10.5612244897959,"NM_0_1013.lst"
"TH_2",1.23,0.21,17.0731707317073,"NM_0_1013.lst"
"TH_3",1.39,0.5,35.9712230215827,"NM_0_1013.lst"
"TH_4",26.2,4.02,15.3435114503817,"NM_0_1013.lst"
"TH_5",29.7,4.69,15.7912457912458,"NM_0_1013.lst"
"TH_1",1.98,0.191,9.64646464646465,"NM_0_1014.lst"
"TH_2",1.23,0.203,16.5040650406504,"NM_0_1014.lst"
"TH_3",1.33,0.486,36.5413533834586,"NM_0_1014.lst"
"TH_4",26.2,4.02,15.3435114503817,"NM_0_1014.lst"
"TH_5",29.9,3.65,12.2073578595318,"NM_0_1014.lst"
"TH_1",27.8,54.2,194.964028776978,"NM_0_102.lst"
"TH_2",7.19,2.53,35.1877607788595,"NM_0_102.lst"
"TH_3",266,36.1,13.5714285714286,"NM_0_102.lst"
"TH_4",341,3770,1105.57184750733,"NM_0_102.lst"
"TH_5",10.3,69.9,678.640776699029,"NM_0_102.lst"
"TH_6",9.18,11.8,128.540305010893,"NM_0_102.lst"
"TH_7",305,639,209.508196721311,"NM_0_102.lst"
"TH_1",0.496,2.93,590.725806451613,"NM_0_102_1073.lst"
"TH_2",-3.33,13.5,405.405405405405,"NM_0_102_1073.lst"
"TH_3",7.33e+09,2.4e+12,32742.1555252387,"NM_0_102_1073.lst"
"TH_4",22.3,8.49,38.0717488789238,"NM_0_102_1073.lst"
"TH_5",4.25,1.58,37.1764705882353,"NM_0_102_1073.lst"
"TH_6",3.46,2.6,75.1445086705202,"NM_0_102_1073.lst"
"TH_7",3.61,3.03,83.9335180055402,"NM_0_102_1073.lst"
"TH_8",641,909,141.809672386895,"NM_0_102_1073.lst"
"TH_1",0.02,0,0,"NM_0_102_1234.lst"
"TH_2",-13.8,3.55,25.7246376811594,"NM_0_102_1234.lst"
"TH_3",0.483,0.037,7.66045548654244,"NM_0_102_1234.lst"
"TH_4",28.9,9.31,32.2145328719723,"NM_0_102_1234.lst"
"TH_5",0.01,0,0,"NM_0_102_1234.lst"
"TH_6",0.25,0,0,"NM_0_102_1234.lst"
"TH_7",4.82,0.475,9.85477178423236,"NM_0_102_1234.lst"
"TH_8",816,72.9,8.93382352941177,"NM_0_102_1234.lst"
"TH_1",3.42,0.257,7.51461988304094,"NM_0_102_1395.lst"
"TH_2",-0.691,0.237,34.2981186685962,"NM_0_102_1395.lst"
"TH_3",45900,420000,915.032679738562,"NM_0_102_1395.lst"
"TH_4",3.34,3.84,114.97005988024,"NM_0_102_1395.lst"
"TH_5",0.733,0.0831,11.3369713506139,"NM_0_102_1395.lst"
"TH_6",4860,30000,617.283950617284,"NM_0_102_1395.lst"
"TH_7",6.29,2.77,44.0381558028617,"NM_0_102_1395.lst"
"TH_8",25.4,3.66,14.4094488188976,"NM_0_102_1395.lst"
"TH_1",3.93,0.594,15.1145038167939,"NM_0_102_147.lst"
"TH_2",-0.281,0.0888,31.6014234875445,"NM_0_102_147.lst"
"TH_3",0.36,0.301,83.6111111111111,"NM_0_102_147.lst"
"TH_4",17,4.33,25.4705882352941,"NM_0_102_147.lst"
"TH_5",0.01,0,0,"NM_0_102_147.lst"
"TH_6",125000,222000,177.6,"NM_0_102_147.lst"
"TH_7",1.58,0.0641,4.05696202531646,"NM_0_102_147.lst"
"TH_8",34,3.6,10.5882352941176,"NM_0_102_147.lst"
"TH_1",0.02,0,0,"NM_0_102_1556.lst"
"TH_2",-13.2,4.26,32.2727272727273,"NM_0_102_1556.lst"
"TH_3",0.525,0.109,20.7619047619048,"NM_0_102_1556.lst"
"TH_4",31.4,10.1,32.1656050955414,"NM_0_102_1556.lst"
"TH_5",0.01,0,0,"NM_0_102_1556.lst"
"TH_6",0.25,0,0,"NM_0_102_1556.lst"
"TH_7",4.92,0.494,10.0406504065041,"NM_0_102_1556.lst"
"TH_8",865,72.9,8.42774566473989,"NM_0_102_1556.lst"
"TH_1",3.66,1.08,29.5081967213115,"NM_0_102_1717.lst"
"TH_2",-0.321,1.56,485.981308411215,"NM_0_102_1717.lst"
"TH_3",1.45e+35,2.33e+37,16068.9655172414,"NM_0_102_1717.lst"
"TH_4",4.03,0.172,4.26799007444169,"NM_0_102_1717.lst"
"TH_5",7.65,7.48,97.7777777777778,"NM_0_102_1717.lst"
"TH_6",0.25,0,0,"NM_0_102_1717.lst"
"TH_7",10.9,20.5,188.073394495413,"NM_0_102_1717.lst"
"TH_8",30.1,31.4,104.318936877076,"NM_0_102_1717.lst"
"TH_1",0.02,7.85e-05,0.3925,"NM_0_102_1878.lst"
"TH_2",-13.7,2.76,20.1459854014599,"NM_0_102_1878.lst"
"TH_3",1.62e+16,6.03e+17,3722.22222222222,"NM_0_102_1878.lst"
"TH_4",22.9,8.38,36.5938864628821,"NM_0_102_1878.lst"
"TH_5",4.82,1.1,22.8215767634855,"NM_0_102_1878.lst"
"TH_6",3.8,1.44,37.8947368421053,"NM_0_102_1878.lst"
"TH_7",4.02,0.343,8.53233830845771,"NM_0_102_1878.lst"
"TH_8",857,78.4,9.14819136522754,"NM_0_102_1878.lst"
"TH_1",0.02,0,0,"NM_0_102_2039.lst"
"TH_2",17.4,0.555,3.18965517241379,"NM_0_102_2039.lst"
"TH_3",3.01e+29,8.62e+29,286.378737541528,"NM_0_102_2039.lst"
"TH_4",0.0792,0.00239,3.01767676767677,"NM_0_102_2039.lst"
"TH_5",14.4,0.448,3.11111111111111,"NM_0_102_2039.lst"
"TH_6",3.87,0.739,19.0956072351421,"NM_0_102_2039.lst"
"TH_7",3.08,0.129,4.18831168831169,"NM_0_102_2039.lst"
"TH_8",651,78.7,12.0890937019969,"NM_0_102_2039.lst"
"TH_1",0.02,0,0,"NM_0_102_2200.lst"
"TH_2",17.3,0.984,5.6878612716763,"NM_0_102_2200.lst"
"TH_3",8.64e+31,1.13e+34,13078.7037037037,"NM_0_102_2200.lst"
"TH_4",0.268,1.15,429.10447761194,"NM_0_102_2200.lst"
"TH_5",15.1,2.93,19.4039735099338,"NM_0_102_2200.lst"
"TH_6",4.52,1.35,29.8672566371681,"NM_0_102_2200.lst"
"TH_7",3.19,0.326,10.2194357366771,"NM_0_102_2200.lst"
"TH_8",624,74.6,11.9551282051282,"NM_0_102_2200.lst"
"TH_1",0.02,0,0,"NM_0_102_2361.lst"
"TH_2",17.5,0.628,3.58857142857143,"NM_0_102_2361.lst"
"TH_3",3e+68,3.4e+70,11333.3333333333,"NM_0_102_2361.lst"
"TH_4",1.44,2.8,194.444444444444,"NM_0_102_2361.lst"
"TH_5",14.3,3.24,22.6573426573427,"NM_0_102_2361.lst"
"TH_6",4.03,0.527,13.0769230769231,"NM_0_102_2361.lst"
"TH_7",3.18,0.313,9.84276729559748,"NM_0_102_2361.lst"
"TH_8",628,121,19.2675159235669,"NM_0_102_2361.lst"
"TH_1",2.97,2.1,70.7070707070707,"NM_0_102_2522.lst"
"TH_2",0.145,0.973,671.034482758621,"NM_0_102_2522.lst"
"TH_3",18800,2370000,12606.3829787234,"NM_0_102_2522.lst"
"TH_4",2.39,16.3,682.008368200837,"NM_0_102_2522.lst"
"TH_5",0.01,0,0,"NM_0_102_2522.lst"
"TH_6",22.9,4.24,18.5152838427948,"NM_0_102_2522.lst"
"TH_7",4.65,9.48,203.870967741935,"NM_0_102_2522.lst"
"TH_8",26.3,19.1,72.6235741444867,"NM_0_102_2522.lst"
"TH_1",3.67,0.392,10.6811989100817,"NM_0_102_268.lst"
"TH_2",-0.285,0.294,103.157894736842,"NM_0_102_268.lst"
"TH_3",0.333,0.0589,17.6876876876877,"NM_0_102_268.lst"
"TH_4",15.7,10,63.6942675159236,"NM_0_102_268.lst"
"TH_5",0.97,0.0967,9.96907216494845,"NM_0_102_268.lst"
"TH_6",0.25,0,0,"NM_0_102_268.lst"
"TH_7",1.72,0.355,20.6395348837209,"NM_0_102_268.lst"
"TH_8",52.2,19.5,37.3563218390805,"NM_0_102_268.lst"
"TH_1",3.15,1.71,54.2857142857143,"NM_0_102_2683.lst"
"TH_2",-0.31,3.26,1051.61290322581,"NM_0_102_2683.lst"
"TH_3",69500,8180000,11769.7841726619,"NM_0_102_2683.lst"
"TH_4",2.89,21.3,737.024221453287,"NM_0_102_2683.lst"
"TH_5",0.949,1.45,152.792413066386,"NM_0_102_2683.lst"
"TH_6",0.25,1.28,512,"NM_0_102_2683.lst"
"TH_7",7.16,0.0245,0.342178770949721,"NM_0_102_2683.lst"
"TH_8",27.4,13.8,50.3649635036496,"NM_0_102_2683.lst"
"TH_1",0.02,0,0,"NM_0_102_2844.lst"
"TH_2",17.2,0.718,4.17441860465116,"NM_0_102_2844.lst"
"TH_3",3.2e+70,1.74e+72,5437.5,"NM_0_102_2844.lst"
"TH_4",2.29,2.45,106.986899563319,"NM_0_102_2844.lst"
"TH_5",13,4.18,32.1538461538462,"NM_0_102_2844.lst"
"TH_6",3.89,1.21,31.1053984575835,"NM_0_102_2844.lst"
"TH_7",3.24,0.284,8.76543209876543,"NM_0_102_2844.lst"
"TH_8",591,95.9,16.2267343485618,"NM_0_102_2844.lst"
"TH_1",0.02,0,0,"NM_0_102_3005.lst"
"TH_2",19.3,0.723,3.74611398963731,"NM_0_102_3005.lst"
"TH_3",2.72e+72,2.81e+74,10330.8823529412,"NM_0_102_3005.lst"
"TH_4",0.77,0.524,68.0519480519481,"NM_0_102_3005.lst"
"TH_5",17.7,3.46,19.5480225988701,"NM_0_102_3005.lst"
"TH_6",5.87,1.34,22.8279386712095,"NM_0_102_3005.lst"
"TH_7",3.2,0.202,6.3125,"NM_0_102_3005.lst"
"TH_8",744,174,23.3870967741935,"NM_0_102_3005.lst"
"TH_1",3.38,0.316,9.3491124260355,"NM_0_102_3166.lst"
"TH_2",0.333,0.543,163.063063063063,"NM_0_102_3166.lst"
"TH_3",91200000,8.39e+09,9199.56140350877,"NM_0_102_3166.lst"
"TH_4",16.2,5.48,33.8271604938272,"NM_0_102_3166.lst"
"TH_5",0.01,0,0,"NM_0_102_3166.lst"
"TH_6",19.3,2.72,14.0932642487047,"NM_0_102_3166.lst"
"TH_7",3.4,1.13,33.2352941176471,"NM_0_102_3166.lst"
"TH_8",16.5,3.72,22.5454545454545,"NM_0_102_3166.lst"
"TH_1",0.02,0,0,"NM_0_102_3327.lst"
"TH_2",19.3,0.723,3.74611398963731,"NM_0_102_3327.lst"
"TH_3",2.72e+72,2.81e+74,10330.8823529412,"NM_0_102_3327.lst"
"TH_4",0.77,0.524,68.0519480519481,"NM_0_102_3327.lst"
"TH_5",17.7,3.46,19.5480225988701,"NM_0_102_3327.lst"
"TH_6",5.87,1.34,22.8279386712095,"NM_0_102_3327.lst"
"TH_7",3.2,0.202,6.3125,"NM_0_102_3327.lst"
"TH_8",744,174,23.3870967741935,"NM_0_102_3327.lst"
"TH_1",0.02,0,0,"NM_0_102_3488.lst"
"TH_2",18.7,1.46,7.80748663101604,"NM_0_102_3488.lst"
"TH_3",5.14e+45,6.98e+47,13579.766536965,"NM_0_102_3488.lst"
"TH_4",1.6,4.93,308.125,"NM_0_102_3488.lst"
"TH_5",16.6,4.01,24.1566265060241,"NM_0_102_3488.lst"
"TH_6",4.96,0.762,15.3629032258065,"NM_0_102_3488.lst"
"TH_7",3.18,0.338,10.6289308176101,"NM_0_102_3488.lst"
"TH_8",806,281,34.863523573201,"NM_0_102_3488.lst"
"TH_1",3.69,1.38,37.3983739837398,"NM_0_102_3649.lst"
"TH_2",0.517,71.9,13907.1566731141,"NM_0_102_3649.lst"
"TH_3",1.29,429,33255.8139534884,"NM_0_102_3649.lst"
"TH_4",5.18,264,5096.5250965251,"NM_0_102_3649.lst"
"TH_5",2.98,1240,41610.7382550336,"NM_0_102_3649.lst"
